ward,precinct,reg_voters,total_votes,vote_category,candidate,votes
14,2,813,0,Provisional,Cori Bush,0
14,2,813,0,Provisional,Demarco Davidson,0
14,2,813,0,Provisional,Joshua Shipp,0
14,2,813,0,Provisional,Lacy Clay,0
14,2,813,5,Absentee,Cori Bush,1
14,2,813,5,Absentee,Demarco Davidson,0
14,2,813,5,Absentee,Joshua Shipp,2
14,2,813,5,Absentee,Lacy Clay,2
14,2,813,211,Polling,Cori Bush,108
14,2,813,211,Polling,Demarco Davidson,7
14,2,813,211,Polling,Joshua Shipp,15
14,2,813,211,Polling,Lacy Clay,81
14,1,909,347,Total,Cori Bush,183
14,1,909,347,Total,Demarco Davidson,7
14,1,909,347,Total,Joshua Shipp,22
14,1,909,347,Total,Lacy Clay,135
14,1,909,0,House Votes,Cori Bush,0
14,1,909,0,House Votes,Demarco Davidson,0
14,1,909,0,House Votes,Joshua Shipp,0
14,1,909,0,House Votes,Lacy Clay,0
14,1,909,0,Provisional,Cori Bush,0
14,1,909,0,Provisional,Demarco Davidson,0
14,1,909,0,Provisional,Joshua Shipp,0
14,1,909,0,Provisional,Lacy Clay,0
14,1,909,13,Absentee,Cori Bush,8
14,1,909,13,Absentee,Demarco Davidson,1
14,1,909,13,Absentee,Joshua Shipp,2
14,1,909,13,Absentee,Lacy Clay,2
14,1,909,334,Polling,Cori Bush,175
14,1,909,334,Polling,Demarco Davidson,6
14,1,909,334,Polling,Joshua Shipp,20
14,1,909,334,Polling,Lacy Clay,133
13,7,44,5,Total,Cori Bush,2
13,7,44,5,Total,Demarco Davidson,0
13,7,44,5,Total,Joshua Shipp,0
13,7,44,5,Total,Lacy Clay,3
13,7,44,0,House Votes,Cori Bush,0
13,7,44,0,House Votes,Demarco Davidson,0
13,7,44,0,House Votes,Joshua Shipp,0
13,7,44,0,House Votes,Lacy Clay,0
13,7,44,0,Provisional,Cori Bush,0
13,7,44,0,Provisional,Demarco Davidson,0
13,7,44,0,Provisional,Joshua Shipp,0
13,7,44,0,Provisional,Lacy Clay,0
13,7,44,1,Absentee,Cori Bush,0
13,7,44,1,Absentee,Demarco Davidson,0
13,7,44,1,Absentee,Joshua Shipp,0
13,7,44,1,Absentee,Lacy Clay,1
13,7,44,4,Polling,Cori Bush,2
13,7,44,4,Polling,Demarco Davidson,0
13,7,44,4,Polling,Joshua Shipp,0
13,7,44,4,Polling,Lacy Clay,2
13,6,1201,321,Total,Cori Bush,115
13,6,1201,321,Total,Demarco Davidson,21
13,6,1201,321,Total,Joshua Shipp,31
13,6,1201,321,Total,Lacy Clay,154
13,6,1201,0,House Votes,Cori Bush,0
13,6,1201,0,House Votes,Demarco Davidson,0
13,6,1201,0,House Votes,Joshua Shipp,0
13,6,1201,0,House Votes,Lacy Clay,0
13,6,1201,0,Provisional,Cori Bush,0
13,6,1201,0,Provisional,Demarco Davidson,0
13,6,1201,0,Provisional,Joshua Shipp,0
13,6,1201,0,Provisional,Lacy Clay,0
13,6,1201,16,Absentee,Cori Bush,5
13,6,1201,16,Absentee,Demarco Davidson,0
13,6,1201,16,Absentee,Joshua Shipp,1
13,6,1201,16,Absentee,Lacy Clay,10
13,6,1201,305,Polling,Cori Bush,110
13,6,1201,305,Polling,Demarco Davidson,21
13,6,1201,305,Polling,Joshua Shipp,30
13,6,1201,305,Polling,Lacy Clay,144
13,4,1270,504,Total,Cori Bush,247
13,4,1270,504,Total,Demarco Davidson,14
13,4,1270,504,Total,Joshua Shipp,38
13,4,1270,504,Total,Lacy Clay,205
13,4,1270,0,House Votes,Cori Bush,0
13,4,1270,0,House Votes,Demarco Davidson,0
13,4,1270,0,House Votes,Joshua Shipp,0
13,4,1270,0,House Votes,Lacy Clay,0
13,4,1270,0,Provisional,Cori Bush,0
13,4,1270,0,Provisional,Demarco Davidson,0
13,4,1270,0,Provisional,Joshua Shipp,0
13,4,1270,0,Provisional,Lacy Clay,0
13,4,1270,17,Absentee,Cori Bush,9
13,4,1270,17,Absentee,Demarco Davidson,0
13,4,1270,17,Absentee,Joshua Shipp,1
13,4,1270,17,Absentee,Lacy Clay,7
13,4,1270,487,Polling,Cori Bush,238
13,4,1270,487,Polling,Demarco Davidson,14
13,4,1270,487,Polling,Joshua Shipp,37
13,4,1270,487,Polling,Lacy Clay,198
13,3,1140,297,Total,Cori Bush,130
13,3,1140,297,Total,Demarco Davidson,9
13,3,1140,297,Total,Joshua Shipp,18
13,3,1140,297,Total,Lacy Clay,140
13,3,1140,0,House Votes,Cori Bush,0
13,3,1140,0,House Votes,Demarco Davidson,0
13,3,1140,0,House Votes,Joshua Shipp,0
13,3,1140,0,House Votes,Lacy Clay,0
13,3,1140,0,Provisional,Cori Bush,0
13,3,1140,0,Provisional,Demarco Davidson,0
13,3,1140,0,Provisional,Joshua Shipp,0
13,3,1140,0,Provisional,Lacy Clay,0
13,3,1140,12,Absentee,Cori Bush,5
13,3,1140,12,Absentee,Demarco Davidson,2
13,3,1140,12,Absentee,Joshua Shipp,0
13,3,1140,12,Absentee,Lacy Clay,5
13,3,1140,285,Polling,Cori Bush,125
13,3,1140,285,Polling,Demarco Davidson,7
13,3,1140,285,Polling,Joshua Shipp,18
13,3,1140,285,Polling,Lacy Clay,135
13,2,1477,600,Total,Cori Bush,266
13,2,1477,600,Total,Demarco Davidson,19
13,2,1477,600,Total,Joshua Shipp,53
13,2,1477,600,Total,Lacy Clay,262
13,2,1477,0,House Votes,Cori Bush,0
13,2,1477,0,House Votes,Demarco Davidson,0
13,2,1477,0,House Votes,Joshua Shipp,0
13,2,1477,0,House Votes,Lacy Clay,0
13,2,1477,0,Provisional,Cori Bush,0
13,2,1477,0,Provisional,Demarco Davidson,0
13,2,1477,0,Provisional,Joshua Shipp,0
13,2,1477,0,Provisional,Lacy Clay,0
13,2,1477,35,Absentee,Cori Bush,11
13,2,1477,35,Absentee,Demarco Davidson,1
13,2,1477,35,Absentee,Joshua Shipp,3
13,2,1477,35,Absentee,Lacy Clay,20
13,2,1477,565,Polling,Cori Bush,255
13,2,1477,565,Polling,Demarco Davidson,18
13,2,1477,565,Polling,Joshua Shipp,50
13,2,1477,565,Polling,Lacy Clay,242
13,1,1574,504,Total,Cori Bush,253
13,1,1574,504,Total,Demarco Davidson,17
13,1,1574,504,Total,Joshua Shipp,31
13,1,1574,504,Total,Lacy Clay,203
13,1,1574,0,House Votes,Cori Bush,0
13,1,1574,0,House Votes,Demarco Davidson,0
13,1,1574,0,House Votes,Joshua Shipp,0
13,1,1574,0,House Votes,Lacy Clay,0
13,1,1574,0,Provisional,Cori Bush,0
13,1,1574,0,Provisional,Demarco Davidson,0
13,1,1574,0,Provisional,Joshua Shipp,0
13,1,1574,0,Provisional,Lacy Clay,0
13,1,1574,25,Absentee,Cori Bush,10
13,1,1574,25,Absentee,Demarco Davidson,1
13,1,1574,25,Absentee,Joshua Shipp,2
13,1,1574,25,Absentee,Lacy Clay,12
13,1,1574,479,Polling,Cori Bush,243
13,1,1574,479,Polling,Demarco Davidson,16
13,1,1574,479,Polling,Joshua Shipp,29
13,1,1574,479,Polling,Lacy Clay,191
12,9,47,12,Total,Cori Bush,2
12,9,47,12,Total,Demarco Davidson,0
12,9,47,12,Total,Joshua Shipp,3
12,9,47,12,Total,Lacy Clay,7
12,9,47,0,House Votes,Cori Bush,0
12,9,47,0,House Votes,Demarco Davidson,0
12,9,47,0,House Votes,Joshua Shipp,0
12,9,47,0,House Votes,Lacy Clay,0
12,9,47,0,Provisional,Cori Bush,0
12,9,47,0,Provisional,Demarco Davidson,0
12,9,47,0,Provisional,Joshua Shipp,0
12,9,47,0,Provisional,Lacy Clay,0
12,9,47,0,Absentee,Cori Bush,0
12,9,47,0,Absentee,Demarco Davidson,0
12,9,47,0,Absentee,Joshua Shipp,0
12,9,47,0,Absentee,Lacy Clay,0
12,9,47,12,Polling,Cori Bush,2
12,9,47,12,Polling,Demarco Davidson,0
12,9,47,12,Polling,Joshua Shipp,3
12,9,47,12,Polling,Lacy Clay,7
12,8,77,18,Total,Cori Bush,5
12,8,77,18,Total,Demarco Davidson,2
12,8,77,18,Total,Joshua Shipp,0
12,8,77,18,Total,Lacy Clay,11
12,8,77,0,House Votes,Cori Bush,0
12,8,77,0,House Votes,Demarco Davidson,0
12,8,77,0,House Votes,Joshua Shipp,0
12,8,77,0,House Votes,Lacy Clay,0
12,8,77,0,Provisional,Cori Bush,0
12,8,77,0,Provisional,Demarco Davidson,0
12,8,77,0,Provisional,Joshua Shipp,0
12,8,77,0,Provisional,Lacy Clay,0
12,8,77,1,Absentee,Cori Bush,1
12,8,77,1,Absentee,Demarco Davidson,0
12,8,77,1,Absentee,Joshua Shipp,0
12,8,77,1,Absentee,Lacy Clay,0
12,8,77,17,Polling,Cori Bush,4
12,8,77,17,Polling,Demarco Davidson,2
12,8,77,17,Polling,Joshua Shipp,0
12,8,77,17,Polling,Lacy Clay,11
12,6,1633,427,Total,Cori Bush,180
12,6,1633,427,Total,Demarco Davidson,15
12,6,1633,427,Total,Joshua Shipp,31
12,6,1633,427,Total,Lacy Clay,201
12,6,1633,0,House Votes,Cori Bush,0
12,6,1633,0,House Votes,Demarco Davidson,0
12,6,1633,0,House Votes,Joshua Shipp,0
12,6,1633,0,House Votes,Lacy Clay,0
12,6,1633,0,Provisional,Cori Bush,0
12,6,1633,0,Provisional,Demarco Davidson,0
12,6,1633,0,Provisional,Joshua Shipp,0
12,6,1633,0,Provisional,Lacy Clay,0
12,6,1633,27,Absentee,Cori Bush,4
12,6,1633,27,Absentee,Demarco Davidson,2
12,6,1633,27,Absentee,Joshua Shipp,3
12,6,1633,27,Absentee,Lacy Clay,18
12,6,1633,400,Polling,Cori Bush,176
12,6,1633,400,Polling,Demarco Davidson,13
12,6,1633,400,Polling,Joshua Shipp,28
12,6,1633,400,Polling,Lacy Clay,183
12,5,1532,550,Total,Cori Bush,288
12,5,1532,550,Total,Demarco Davidson,9
12,5,1532,550,Total,Joshua Shipp,46
12,5,1532,550,Total,Lacy Clay,207
12,5,1532,0,House Votes,Cori Bush,0
12,5,1532,0,House Votes,Demarco Davidson,0
12,5,1532,0,House Votes,Joshua Shipp,0
12,5,1532,0,House Votes,Lacy Clay,0
12,5,1532,1,Provisional,Cori Bush,1
12,5,1532,1,Provisional,Demarco Davidson,0
12,5,1532,1,Provisional,Joshua Shipp,0
12,5,1532,1,Provisional,Lacy Clay,0
12,5,1532,20,Absentee,Cori Bush,6
12,5,1532,20,Absentee,Demarco Davidson,0
12,5,1532,20,Absentee,Joshua Shipp,3
12,5,1532,20,Absentee,Lacy Clay,11
12,5,1532,529,Polling,Cori Bush,281
12,5,1532,529,Polling,Demarco Davidson,9
12,5,1532,529,Polling,Joshua Shipp,43
12,5,1532,529,Polling,Lacy Clay,196
12,4,1344,443,Total,Cori Bush,168
12,4,1344,443,Total,Demarco Davidson,16
12,4,1344,443,Total,Joshua Shipp,43
12,4,1344,443,Total,Lacy Clay,216
12,4,1344,0,House Votes,Cori Bush,0
12,4,1344,0,House Votes,Demarco Davidson,0
12,4,1344,0,House Votes,Joshua Shipp,0
12,4,1344,0,House Votes,Lacy Clay,0
12,4,1344,1,Provisional,Cori Bush,0
12,4,1344,1,Provisional,Demarco Davidson,0
12,4,1344,1,Provisional,Joshua Shipp,0
12,4,1344,1,Provisional,Lacy Clay,1
12,4,1344,13,Absentee,Cori Bush,1
12,4,1344,13,Absentee,Demarco Davidson,1
12,4,1344,13,Absentee,Joshua Shipp,0
12,4,1344,13,Absentee,Lacy Clay,11
12,4,1344,429,Polling,Cori Bush,167
12,4,1344,429,Polling,Demarco Davidson,15
12,4,1344,429,Polling,Joshua Shipp,43
12,4,1344,429,Polling,Lacy Clay,204
12,3,783,253,Total,Cori Bush,96
12,3,783,253,Total,Demarco Davidson,15
12,3,783,253,Total,Joshua Shipp,13
12,3,783,253,Total,Lacy Clay,129
12,3,783,0,House Votes,Cori Bush,0
12,3,783,0,House Votes,Demarco Davidson,0
12,3,783,0,House Votes,Joshua Shipp,0
12,3,783,0,House Votes,Lacy Clay,0
12,3,783,0,Provisional,Cori Bush,0
12,3,783,0,Provisional,Demarco Davidson,0
12,3,783,0,Provisional,Joshua Shipp,0
12,3,783,0,Provisional,Lacy Clay,0
12,3,783,11,Absentee,Cori Bush,4
12,3,783,11,Absentee,Demarco Davidson,0
12,3,783,11,Absentee,Joshua Shipp,0
12,3,783,11,Absentee,Lacy Clay,7
12,3,783,242,Polling,Cori Bush,92
12,3,783,242,Polling,Demarco Davidson,15
12,3,783,242,Polling,Joshua Shipp,13
12,3,783,242,Polling,Lacy Clay,122
12,2,1556,410,Total,Cori Bush,104
12,2,1556,410,Total,Demarco Davidson,17
12,2,1556,410,Total,Joshua Shipp,41
12,2,1556,410,Total,Lacy Clay,248
12,2,1556,0,House Votes,Cori Bush,0
12,2,1556,0,House Votes,Demarco Davidson,0
12,2,1556,0,House Votes,Joshua Shipp,0
12,2,1556,0,House Votes,Lacy Clay,0
12,2,1556,0,Provisional,Cori Bush,0
12,2,1556,0,Provisional,Demarco Davidson,0
12,2,1556,0,Provisional,Joshua Shipp,0
12,2,1556,0,Provisional,Lacy Clay,0
12,2,1556,27,Absentee,Cori Bush,3
12,2,1556,27,Absentee,Demarco Davidson,1
12,2,1556,27,Absentee,Joshua Shipp,1
12,2,1556,27,Absentee,Lacy Clay,22
12,2,1556,383,Polling,Cori Bush,101
12,2,1556,383,Polling,Demarco Davidson,16
12,2,1556,383,Polling,Joshua Shipp,40
12,2,1556,383,Polling,Lacy Clay,226
12,1,719,173,Total,Cori Bush,58
12,1,719,173,Total,Demarco Davidson,11
12,1,719,173,Total,Joshua Shipp,22
12,1,719,173,Total,Lacy Clay,82
12,1,719,0,House Votes,Cori Bush,0
12,1,719,0,House Votes,Demarco Davidson,0
12,1,719,0,House Votes,Joshua Shipp,0
12,1,719,0,House Votes,Lacy Clay,0
12,1,719,0,Provisional,Cori Bush,0
12,1,719,0,Provisional,Demarco Davidson,0
12,1,719,0,Provisional,Joshua Shipp,0
12,1,719,0,Provisional,Lacy Clay,0
12,1,719,9,Absentee,Cori Bush,3
12,1,719,9,Absentee,Demarco Davidson,2
12,1,719,9,Absentee,Joshua Shipp,0
12,1,719,9,Absentee,Lacy Clay,4
12,1,719,164,Polling,Cori Bush,55
12,1,719,164,Polling,Demarco Davidson,9
12,1,719,164,Polling,Joshua Shipp,22
12,1,719,164,Polling,Lacy Clay,78
11,6,976,300,Total,Cori Bush,106
11,6,976,300,Total,Demarco Davidson,16
11,6,976,300,Total,Joshua Shipp,10
11,6,976,300,Total,Lacy Clay,168
11,6,976,0,House Votes,Cori Bush,0
11,6,976,0,House Votes,Demarco Davidson,0
11,6,976,0,House Votes,Joshua Shipp,0
11,6,976,0,House Votes,Lacy Clay,0
11,6,976,0,Provisional,Cori Bush,0
11,6,976,0,Provisional,Demarco Davidson,0
11,6,976,0,Provisional,Joshua Shipp,0
11,6,976,0,Provisional,Lacy Clay,0
11,6,976,13,Absentee,Cori Bush,2
11,6,976,13,Absentee,Demarco Davidson,1
11,6,976,13,Absentee,Joshua Shipp,0
11,6,976,13,Absentee,Lacy Clay,10
11,6,976,287,Polling,Cori Bush,104
11,6,976,287,Polling,Demarco Davidson,15
11,6,976,287,Polling,Joshua Shipp,10
11,6,976,287,Polling,Lacy Clay,158
11,5,1103,304,Total,Cori Bush,118
11,5,1103,304,Total,Demarco Davidson,11
11,5,1103,304,Total,Joshua Shipp,10
11,5,1103,304,Total,Lacy Clay,165
11,5,1103,1,House Votes,Cori Bush,1
11,5,1103,1,House Votes,Demarco Davidson,0
11,5,1103,1,House Votes,Joshua Shipp,0
11,5,1103,1,House Votes,Lacy Clay,0
11,5,1103,0,Provisional,Cori Bush,0
11,5,1103,0,Provisional,Demarco Davidson,0
11,5,1103,0,Provisional,Joshua Shipp,0
11,5,1103,0,Provisional,Lacy Clay,0
11,5,1103,33,Absentee,Cori Bush,6
11,5,1103,33,Absentee,Demarco Davidson,2
11,5,1103,33,Absentee,Joshua Shipp,0
11,5,1103,33,Absentee,Lacy Clay,25
11,5,1103,270,Polling,Cori Bush,111
11,5,1103,270,Polling,Demarco Davidson,9
11,5,1103,270,Polling,Joshua Shipp,10
11,5,1103,270,Polling,Lacy Clay,140
11,4,1195,318,Total,Cori Bush,106
11,4,1195,318,Total,Demarco Davidson,13
11,4,1195,318,Total,Joshua Shipp,39
11,4,1195,318,Total,Lacy Clay,160
11,4,1195,0,House Votes,Cori Bush,0
11,4,1195,0,House Votes,Demarco Davidson,0
11,4,1195,0,House Votes,Joshua Shipp,0
11,4,1195,0,House Votes,Lacy Clay,0
11,4,1195,0,Provisional,Cori Bush,0
11,4,1195,0,Provisional,Demarco Davidson,0
11,4,1195,0,Provisional,Joshua Shipp,0
11,4,1195,0,Provisional,Lacy Clay,0
11,4,1195,20,Absentee,Cori Bush,4
11,4,1195,20,Absentee,Demarco Davidson,3
11,4,1195,20,Absentee,Joshua Shipp,2
11,4,1195,20,Absentee,Lacy Clay,11
11,4,1195,298,Polling,Cori Bush,102
11,4,1195,298,Polling,Demarco Davidson,10
11,4,1195,298,Polling,Joshua Shipp,37
11,4,1195,298,Polling,Lacy Clay,149
11,3,752,122,Total,Cori Bush,39
11,3,752,122,Total,Demarco Davidson,7
11,3,752,122,Total,Joshua Shipp,11
11,3,752,122,Total,Lacy Clay,65
11,3,752,0,House Votes,Cori Bush,0
11,3,752,0,House Votes,Demarco Davidson,0
11,3,752,0,House Votes,Joshua Shipp,0
11,3,752,0,House Votes,Lacy Clay,0
11,3,752,0,Provisional,Cori Bush,0
11,3,752,0,Provisional,Demarco Davidson,0
11,3,752,0,Provisional,Joshua Shipp,0
11,3,752,0,Provisional,Lacy Clay,0
11,3,752,6,Absentee,Cori Bush,0
11,3,752,6,Absentee,Demarco Davidson,1
11,3,752,6,Absentee,Joshua Shipp,1
11,3,752,6,Absentee,Lacy Clay,4
11,3,752,116,Polling,Cori Bush,39
11,3,752,116,Polling,Demarco Davidson,6
11,3,752,116,Polling,Joshua Shipp,10
11,3,752,116,Polling,Lacy Clay,61
11,2,1099,454,Total,Cori Bush,206
11,2,1099,454,Total,Demarco Davidson,11
11,2,1099,454,Total,Joshua Shipp,33
11,2,1099,454,Total,Lacy Clay,204
11,2,1099,1,House Votes,Cori Bush,1
11,2,1099,1,House Votes,Demarco Davidson,0
11,2,1099,1,House Votes,Joshua Shipp,0
11,2,1099,1,House Votes,Lacy Clay,0
11,2,1099,0,Provisional,Cori Bush,0
11,2,1099,0,Provisional,Demarco Davidson,0
11,2,1099,0,Provisional,Joshua Shipp,0
11,2,1099,0,Provisional,Lacy Clay,0
11,2,1099,24,Absentee,Cori Bush,9
11,2,1099,24,Absentee,Demarco Davidson,0
11,2,1099,24,Absentee,Joshua Shipp,3
11,2,1099,24,Absentee,Lacy Clay,12
11,2,1099,429,Polling,Cori Bush,196
11,2,1099,429,Polling,Demarco Davidson,11
11,2,1099,429,Polling,Joshua Shipp,30
11,2,1099,429,Polling,Lacy Clay,192
11,1,773,137,Total,Cori Bush,56
11,1,773,137,Total,Demarco Davidson,7
11,1,773,137,Total,Joshua Shipp,12
11,1,773,137,Total,Lacy Clay,62
11,1,773,0,House Votes,Cori Bush,0
11,1,773,0,House Votes,Demarco Davidson,0
11,1,773,0,House Votes,Joshua Shipp,0
11,1,773,0,House Votes,Lacy Clay,0
11,1,773,0,Provisional,Cori Bush,0
11,1,773,0,Provisional,Demarco Davidson,0
11,1,773,0,Provisional,Joshua Shipp,0
11,1,773,0,Provisional,Lacy Clay,0
11,1,773,4,Absentee,Cori Bush,2
11,1,773,4,Absentee,Demarco Davidson,0
11,1,773,4,Absentee,Joshua Shipp,0
11,1,773,4,Absentee,Lacy Clay,2
11,1,773,133,Polling,Cori Bush,54
11,1,773,133,Polling,Demarco Davidson,7
11,1,773,133,Polling,Joshua Shipp,12
11,1,773,133,Polling,Lacy Clay,60
10,10,168,59,Total,Cori Bush,35
10,10,168,59,Total,Demarco Davidson,3
10,10,168,59,Total,Joshua Shipp,5
10,10,168,59,Total,Lacy Clay,16
10,10,168,0,House Votes,Cori Bush,0
10,10,168,0,House Votes,Demarco Davidson,0
10,10,168,0,House Votes,Joshua Shipp,0
10,10,168,0,House Votes,Lacy Clay,0
10,10,168,0,Provisional,Cori Bush,0
10,10,168,0,Provisional,Demarco Davidson,0
10,10,168,0,Provisional,Joshua Shipp,0
10,10,168,0,Provisional,Lacy Clay,0
10,10,168,3,Absentee,Cori Bush,0
10,10,168,3,Absentee,Demarco Davidson,0
10,10,168,3,Absentee,Joshua Shipp,0
10,10,168,3,Absentee,Lacy Clay,3
10,10,168,56,Polling,Cori Bush,35
10,10,168,56,Polling,Demarco Davidson,3
10,10,168,56,Polling,Joshua Shipp,5
10,10,168,56,Polling,Lacy Clay,13
10,9,50,8,Total,Cori Bush,5
10,9,50,8,Total,Demarco Davidson,0
10,9,50,8,Total,Joshua Shipp,0
10,9,50,8,Total,Lacy Clay,3
10,9,50,0,House Votes,Cori Bush,0
10,9,50,0,House Votes,Demarco Davidson,0
10,9,50,0,House Votes,Joshua Shipp,0
10,9,50,0,House Votes,Lacy Clay,0
10,9,50,0,Provisional,Cori Bush,0
10,9,50,0,Provisional,Demarco Davidson,0
10,9,50,0,Provisional,Joshua Shipp,0
10,9,50,0,Provisional,Lacy Clay,0
10,9,50,1,Absentee,Cori Bush,0
10,9,50,1,Absentee,Demarco Davidson,0
10,9,50,1,Absentee,Joshua Shipp,0
10,9,50,1,Absentee,Lacy Clay,1
10,9,50,7,Polling,Cori Bush,5
10,9,50,7,Polling,Demarco Davidson,0
10,9,50,7,Polling,Joshua Shipp,0
10,9,50,7,Polling,Lacy Clay,2
10,7,1045,385,Total,Cori Bush,233
10,7,1045,385,Total,Demarco Davidson,7
10,7,1045,385,Total,Joshua Shipp,11
10,7,1045,385,Total,Lacy Clay,134
10,7,1045,0,House Votes,Cori Bush,0
10,7,1045,0,House Votes,Demarco Davidson,0
10,7,1045,0,House Votes,Joshua Shipp,0
10,7,1045,0,House Votes,Lacy Clay,0
10,7,1045,1,Provisional,Cori Bush,1
10,7,1045,1,Provisional,Demarco Davidson,0
10,7,1045,1,Provisional,Joshua Shipp,0
10,7,1045,1,Provisional,Lacy Clay,0
10,7,1045,14,Absentee,Cori Bush,4
10,7,1045,14,Absentee,Demarco Davidson,0
10,7,1045,14,Absentee,Joshua Shipp,0
10,7,1045,14,Absentee,Lacy Clay,10
10,7,1045,370,Polling,Cori Bush,228
10,7,1045,370,Polling,Demarco Davidson,7
10,7,1045,370,Polling,Joshua Shipp,11
10,7,1045,370,Polling,Lacy Clay,124
10,6,191,72,Total,Cori Bush,33
10,6,191,72,Total,Demarco Davidson,2
10,6,191,72,Total,Joshua Shipp,8
10,6,191,72,Total,Lacy Clay,29
10,6,191,0,House Votes,Cori Bush,0
10,6,191,0,House Votes,Demarco Davidson,0
10,6,191,0,House Votes,Joshua Shipp,0
10,6,191,0,House Votes,Lacy Clay,0
10,6,191,0,Provisional,Cori Bush,0
10,6,191,0,Provisional,Demarco Davidson,0
10,6,191,0,Provisional,Joshua Shipp,0
10,6,191,0,Provisional,Lacy Clay,0
10,6,191,1,Absentee,Cori Bush,0
10,6,191,1,Absentee,Demarco Davidson,0
10,6,191,1,Absentee,Joshua Shipp,1
10,6,191,1,Absentee,Lacy Clay,0
10,6,191,71,Polling,Cori Bush,33
10,6,191,71,Polling,Demarco Davidson,2
10,6,191,71,Polling,Joshua Shipp,7
10,6,191,71,Polling,Lacy Clay,29
10,5,1092,353,Total,Cori Bush,198
10,5,1092,353,Total,Demarco Davidson,9
10,5,1092,353,Total,Joshua Shipp,8
10,5,1092,353,Total,Lacy Clay,138
10,5,1092,0,House Votes,Cori Bush,0
10,5,1092,0,House Votes,Demarco Davidson,0
10,5,1092,0,House Votes,Joshua Shipp,0
10,5,1092,0,House Votes,Lacy Clay,0
10,5,1092,0,Provisional,Cori Bush,0
10,5,1092,0,Provisional,Demarco Davidson,0
10,5,1092,0,Provisional,Joshua Shipp,0
10,5,1092,0,Provisional,Lacy Clay,0
10,5,1092,9,Absentee,Cori Bush,2
10,5,1092,9,Absentee,Demarco Davidson,0
10,5,1092,9,Absentee,Joshua Shipp,0
10,5,1092,9,Absentee,Lacy Clay,7
10,5,1092,344,Polling,Cori Bush,196
10,5,1092,344,Polling,Demarco Davidson,9
10,5,1092,344,Polling,Joshua Shipp,8
10,5,1092,344,Polling,Lacy Clay,131
10,4,1120,431,Total,Cori Bush,231
10,4,1120,431,Total,Demarco Davidson,7
10,4,1120,431,Total,Joshua Shipp,14
10,4,1120,431,Total,Lacy Clay,179
10,4,1120,0,House Votes,Cori Bush,0
10,4,1120,0,House Votes,Demarco Davidson,0
10,4,1120,0,House Votes,Joshua Shipp,0
10,4,1120,0,House Votes,Lacy Clay,0
10,4,1120,0,Provisional,Cori Bush,0
10,4,1120,0,Provisional,Demarco Davidson,0
10,4,1120,0,Provisional,Joshua Shipp,0
10,4,1120,0,Provisional,Lacy Clay,0
10,4,1120,16,Absentee,Cori Bush,5
10,4,1120,16,Absentee,Demarco Davidson,0
10,4,1120,16,Absentee,Joshua Shipp,2
10,4,1120,16,Absentee,Lacy Clay,9
10,4,1120,415,Polling,Cori Bush,226
10,4,1120,415,Polling,Demarco Davidson,7
10,4,1120,415,Polling,Joshua Shipp,12
10,4,1120,415,Polling,Lacy Clay,170
10,3,924,269,Total,Cori Bush,133
10,3,924,269,Total,Demarco Davidson,6
10,3,924,269,Total,Joshua Shipp,18
10,3,924,269,Total,Lacy Clay,112
10,3,924,0,House Votes,Cori Bush,0
10,3,924,0,House Votes,Demarco Davidson,0
10,3,924,0,House Votes,Joshua Shipp,0
10,3,924,0,House Votes,Lacy Clay,0
10,3,924,0,Provisional,Cori Bush,0
10,3,924,0,Provisional,Demarco Davidson,0
10,3,924,0,Provisional,Joshua Shipp,0
10,3,924,0,Provisional,Lacy Clay,0
10,3,924,15,Absentee,Cori Bush,7
10,3,924,15,Absentee,Demarco Davidson,0
10,3,924,15,Absentee,Joshua Shipp,0
10,3,924,15,Absentee,Lacy Clay,8
10,3,924,254,Polling,Cori Bush,126
10,3,924,254,Polling,Demarco Davidson,6
10,3,924,254,Polling,Joshua Shipp,18
10,3,924,254,Polling,Lacy Clay,104
10,2,1041,299,Total,Cori Bush,128
10,2,1041,299,Total,Demarco Davidson,7
10,2,1041,299,Total,Joshua Shipp,19
10,2,1041,299,Total,Lacy Clay,145
10,2,1041,0,House Votes,Cori Bush,0
10,2,1041,0,House Votes,Demarco Davidson,0
10,2,1041,0,House Votes,Joshua Shipp,0
10,2,1041,0,House Votes,Lacy Clay,0
10,2,1041,0,Provisional,Cori Bush,0
10,2,1041,0,Provisional,Demarco Davidson,0
10,2,1041,0,Provisional,Joshua Shipp,0
10,2,1041,0,Provisional,Lacy Clay,0
10,2,1041,9,Absentee,Cori Bush,2
10,2,1041,9,Absentee,Demarco Davidson,0
10,2,1041,9,Absentee,Joshua Shipp,1
10,2,1041,9,Absentee,Lacy Clay,6
10,2,1041,290,Polling,Cori Bush,126
10,2,1041,290,Polling,Demarco Davidson,7
10,2,1041,290,Polling,Joshua Shipp,18
10,2,1041,290,Polling,Lacy Clay,139
10,1,1254,443,Total,Cori Bush,191
10,1,1254,443,Total,Demarco Davidson,12
10,1,1254,443,Total,Joshua Shipp,25
10,1,1254,443,Total,Lacy Clay,215
10,1,1254,0,House Votes,Cori Bush,0
10,1,1254,0,House Votes,Demarco Davidson,0
10,1,1254,0,House Votes,Joshua Shipp,0
10,1,1254,0,House Votes,Lacy Clay,0
10,1,1254,0,Provisional,Cori Bush,0
10,1,1254,0,Provisional,Demarco Davidson,0
