ward,precinct,reg_voters,total_votes,vote_category,candidate,votes
6,4,1032,429,Polling,Demarco Davidson,5
6,4,1032,429,Polling,Joshua Shipp,5
6,4,1032,429,Polling,Lacy Clay,251
6,3,1043,369,Total,Cori Bush,225
6,3,1043,369,Total,Demarco Davidson,10
6,3,1043,369,Total,Joshua Shipp,7
6,3,1043,369,Total,Lacy Clay,127
6,3,1043,0,House Votes,Cori Bush,0
6,3,1043,0,House Votes,Demarco Davidson,0
6,3,1043,0,House Votes,Joshua Shipp,0
6,3,1043,0,House Votes,Lacy Clay,0
6,3,1043,0,Provisional,Cori Bush,0
6,3,1043,0,Provisional,Demarco Davidson,0
6,3,1043,0,Provisional,Joshua Shipp,0
6,3,1043,0,Provisional,Lacy Clay,0
6,3,1043,12,Absentee,Cori Bush,7
6,3,1043,12,Absentee,Demarco Davidson,0
6,3,1043,12,Absentee,Joshua Shipp,0
6,3,1043,12,Absentee,Lacy Clay,5
6,3,1043,357,Polling,Cori Bush,218
6,3,1043,357,Polling,Demarco Davidson,10
6,3,1043,357,Polling,Joshua Shipp,7
6,3,1043,357,Polling,Lacy Clay,122
6,2,762,343,Total,Cori Bush,187
6,2,762,343,Total,Demarco Davidson,8
6,2,762,343,Total,Joshua Shipp,13
6,2,762,343,Total,Lacy Clay,135
6,2,762,0,House Votes,Cori Bush,0
6,2,762,0,House Votes,Demarco Davidson,0
6,2,762,0,House Votes,Joshua Shipp,0
6,2,762,0,House Votes,Lacy Clay,0
6,2,762,1,Provisional,Cori Bush,0
6,2,762,1,Provisional,Demarco Davidson,0
6,2,762,1,Provisional,Joshua Shipp,0
6,2,762,1,Provisional,Lacy Clay,1
6,2,762,28,Absentee,Cori Bush,12
6,2,762,28,Absentee,Demarco Davidson,0
6,2,762,28,Absentee,Joshua Shipp,0
6,2,762,28,Absentee,Lacy Clay,16
6,2,762,314,Polling,Cori Bush,175
6,2,762,314,Polling,Demarco Davidson,8
6,2,762,314,Polling,Joshua Shipp,13
6,2,762,314,Polling,Lacy Clay,118
6,1,905,342,Total,Cori Bush,156
6,1,905,342,Total,Demarco Davidson,9
6,1,905,342,Total,Joshua Shipp,7
6,1,905,342,Total,Lacy Clay,170
6,1,905,0,House Votes,Cori Bush,0
6,1,905,0,House Votes,Demarco Davidson,0
6,1,905,0,House Votes,Joshua Shipp,0
6,1,905,0,House Votes,Lacy Clay,0
6,1,905,0,Provisional,Cori Bush,0
6,1,905,0,Provisional,Demarco Davidson,0
6,1,905,0,Provisional,Joshua Shipp,0
6,1,905,0,Provisional,Lacy Clay,0
6,1,905,27,Absentee,Cori Bush,12
6,1,905,27,Absentee,Demarco Davidson,0
6,1,905,27,Absentee,Joshua Shipp,0
6,1,905,27,Absentee,Lacy Clay,15
6,1,905,315,Polling,Cori Bush,144
6,1,905,315,Polling,Demarco Davidson,9
6,1,905,315,Polling,Joshua Shipp,7
6,1,905,315,Polling,Lacy Clay,155
5,8,505,123,Total,Cori Bush,55
5,8,505,123,Total,Demarco Davidson,7
5,8,505,123,Total,Joshua Shipp,1
5,8,505,123,Total,Lacy Clay,60
5,8,505,0,House Votes,Cori Bush,0
5,8,505,0,House Votes,Demarco Davidson,0
5,8,505,0,House Votes,Joshua Shipp,0
5,8,505,0,House Votes,Lacy Clay,0
5,8,505,0,Provisional,Cori Bush,0
5,8,505,0,Provisional,Demarco Davidson,0
5,8,505,0,Provisional,Joshua Shipp,0
5,8,505,0,Provisional,Lacy Clay,0
5,8,505,24,Absentee,Cori Bush,4
5,8,505,24,Absentee,Demarco Davidson,2
5,8,505,24,Absentee,Joshua Shipp,0
5,8,505,24,Absentee,Lacy Clay,18
5,8,505,99,Polling,Cori Bush,51
5,8,505,99,Polling,Demarco Davidson,5
5,8,505,99,Polling,Joshua Shipp,1
5,8,505,99,Polling,Lacy Clay,42
5,7,1030,254,Total,Cori Bush,166
5,7,1030,254,Total,Demarco Davidson,8
5,7,1030,254,Total,Joshua Shipp,4
5,7,1030,254,Total,Lacy Clay,76
5,7,1030,0,House Votes,Cori Bush,0
5,7,1030,0,House Votes,Demarco Davidson,0
5,7,1030,0,House Votes,Joshua Shipp,0
5,7,1030,0,House Votes,Lacy Clay,0
5,7,1030,1,Provisional,Cori Bush,0
5,7,1030,1,Provisional,Demarco Davidson,0
5,7,1030,1,Provisional,Joshua Shipp,0
5,7,1030,1,Provisional,Lacy Clay,1
5,7,1030,20,Absentee,Cori Bush,11
5,7,1030,20,Absentee,Demarco Davidson,2
5,7,1030,20,Absentee,Joshua Shipp,0
5,7,1030,20,Absentee,Lacy Clay,7
5,7,1030,233,Polling,Cori Bush,155
5,7,1030,233,Polling,Demarco Davidson,6
5,7,1030,233,Polling,Joshua Shipp,4
5,7,1030,233,Polling,Lacy Clay,68
5,6,1016,243,Total,Cori Bush,90
5,6,1016,243,Total,Demarco Davidson,9
5,6,1016,243,Total,Joshua Shipp,2
5,6,1016,243,Total,Lacy Clay,142
5,6,1016,0,House Votes,Cori Bush,0
5,6,1016,0,House Votes,Demarco Davidson,0
5,6,1016,0,House Votes,Joshua Shipp,0
5,6,1016,0,House Votes,Lacy Clay,0
5,6,1016,0,Provisional,Cori Bush,0
5,6,1016,0,Provisional,Demarco Davidson,0
5,6,1016,0,Provisional,Joshua Shipp,0
5,6,1016,0,Provisional,Lacy Clay,0
5,6,1016,21,Absentee,Cori Bush,2
5,6,1016,21,Absentee,Demarco Davidson,0
5,6,1016,21,Absentee,Joshua Shipp,0
5,6,1016,21,Absentee,Lacy Clay,19
5,6,1016,222,Polling,Cori Bush,88
5,6,1016,222,Polling,Demarco Davidson,9
5,6,1016,222,Polling,Joshua Shipp,2
5,6,1016,222,Polling,Lacy Clay,123
5,5,829,142,Total,Cori Bush,44
5,5,829,142,Total,Demarco Davidson,3
5,5,829,142,Total,Joshua Shipp,1
5,5,829,142,Total,Lacy Clay,94
5,5,829,0,House Votes,Cori Bush,0
5,5,829,0,House Votes,Demarco Davidson,0
5,5,829,0,House Votes,Joshua Shipp,0
5,5,829,0,House Votes,Lacy Clay,0
5,5,829,8,Provisional,Cori Bush,1
5,5,829,8,Provisional,Demarco Davidson,1
5,5,829,8,Provisional,Joshua Shipp,0
5,5,829,8,Provisional,Lacy Clay,6
5,5,829,7,Absentee,Cori Bush,0
5,5,829,7,Absentee,Demarco Davidson,0
5,5,829,7,Absentee,Joshua Shipp,0
5,5,829,7,Absentee,Lacy Clay,7
5,5,829,127,Polling,Cori Bush,43
5,5,829,127,Polling,Demarco Davidson,2
5,5,829,127,Polling,Joshua Shipp,1
5,5,829,127,Polling,Lacy Clay,81
5,4,488,136,Total,Cori Bush,53
5,4,488,136,Total,Demarco Davidson,6
5,4,488,136,Total,Joshua Shipp,1
5,4,488,136,Total,Lacy Clay,76
5,4,488,0,House Votes,Cori Bush,0
5,4,488,0,House Votes,Demarco Davidson,0
5,4,488,0,House Votes,Joshua Shipp,0
5,4,488,0,House Votes,Lacy Clay,0
5,4,488,0,Provisional,Cori Bush,0
5,4,488,0,Provisional,Demarco Davidson,0
5,4,488,0,Provisional,Joshua Shipp,0
5,4,488,0,Provisional,Lacy Clay,0
5,4,488,5,Absentee,Cori Bush,3
5,4,488,5,Absentee,Demarco Davidson,0
5,4,488,5,Absentee,Joshua Shipp,0
5,4,488,5,Absentee,Lacy Clay,2
5,4,488,131,Polling,Cori Bush,50
5,4,488,131,Polling,Demarco Davidson,6
5,4,488,131,Polling,Joshua Shipp,1
5,4,488,131,Polling,Lacy Clay,74
5,3,873,227,Total,Cori Bush,43
5,3,873,227,Total,Demarco Davidson,6
5,3,873,227,Total,Joshua Shipp,4
5,3,873,227,Total,Lacy Clay,174
5,3,873,0,House Votes,Cori Bush,0
5,3,873,0,House Votes,Demarco Davidson,0
5,3,873,0,House Votes,Joshua Shipp,0
5,3,873,0,House Votes,Lacy Clay,0
5,3,873,9,Provisional,Cori Bush,2
5,3,873,9,Provisional,Demarco Davidson,0
5,3,873,9,Provisional,Joshua Shipp,0
5,3,873,9,Provisional,Lacy Clay,7
5,3,873,34,Absentee,Cori Bush,1
5,3,873,34,Absentee,Demarco Davidson,1
5,3,873,34,Absentee,Joshua Shipp,0
5,3,873,34,Absentee,Lacy Clay,32
5,3,873,184,Polling,Cori Bush,40
5,3,873,184,Polling,Demarco Davidson,5
5,3,873,184,Polling,Joshua Shipp,4
5,3,873,184,Polling,Lacy Clay,135
5,2,579,134,Total,Cori Bush,48
5,2,579,134,Total,Demarco Davidson,7
5,2,579,134,Total,Joshua Shipp,1
5,2,579,134,Total,Lacy Clay,78
5,2,579,0,House Votes,Cori Bush,0
5,2,579,0,House Votes,Demarco Davidson,0
5,2,579,0,House Votes,Joshua Shipp,0
5,2,579,0,House Votes,Lacy Clay,0
5,2,579,0,Provisional,Cori Bush,0
5,2,579,0,Provisional,Demarco Davidson,0
5,2,579,0,Provisional,Joshua Shipp,0
5,2,579,0,Provisional,Lacy Clay,0
5,2,579,6,Absentee,Cori Bush,2
5,2,579,6,Absentee,Demarco Davidson,1
5,2,579,6,Absentee,Joshua Shipp,0
5,2,579,6,Absentee,Lacy Clay,3
5,2,579,128,Polling,Cori Bush,46
5,2,579,128,Polling,Demarco Davidson,6
5,2,579,128,Polling,Joshua Shipp,1
5,2,579,128,Polling,Lacy Clay,75
5,1,407,121,Total,Cori Bush,32
5,1,407,121,Total,Demarco Davidson,1
5,1,407,121,Total,Joshua Shipp,1
5,1,407,121,Total,Lacy Clay,87
5,1,407,0,House Votes,Cori Bush,0
5,1,407,0,House Votes,Demarco Davidson,0
5,1,407,0,House Votes,Joshua Shipp,0
5,1,407,0,House Votes,Lacy Clay,0
5,1,407,0,Provisional,Cori Bush,0
5,1,407,0,Provisional,Demarco Davidson,0
5,1,407,0,Provisional,Joshua Shipp,0
5,1,407,0,Provisional,Lacy Clay,0
5,1,407,21,Absentee,Cori Bush,2
5,1,407,21,Absentee,Demarco Davidson,1
5,1,407,21,Absentee,Joshua Shipp,0
5,1,407,21,Absentee,Lacy Clay,18
5,1,407,100,Polling,Cori Bush,30
5,1,407,100,Polling,Demarco Davidson,0
5,1,407,100,Polling,Joshua Shipp,1
5,1,407,100,Polling,Lacy Clay,69
4,10,237,41,Total,Cori Bush,8
4,10,237,41,Total,Demarco Davidson,1
4,10,237,41,Total,Joshua Shipp,0
4,10,237,41,Total,Lacy Clay,32
4,10,237,0,House Votes,Cori Bush,0
4,10,237,0,House Votes,Demarco Davidson,0
4,10,237,0,House Votes,Joshua Shipp,0
4,10,237,0,House Votes,Lacy Clay,0
4,10,237,0,Provisional,Cori Bush,0
4,10,237,0,Provisional,Demarco Davidson,0
4,10,237,0,Provisional,Joshua Shipp,0
4,10,237,0,Provisional,Lacy Clay,0
4,10,237,5,Absentee,Cori Bush,0
4,10,237,5,Absentee,Demarco Davidson,0
4,10,237,5,Absentee,Joshua Shipp,0
4,10,237,5,Absentee,Lacy Clay,5
4,10,237,36,Polling,Cori Bush,8
4,10,237,36,Polling,Demarco Davidson,1
4,10,237,36,Polling,Joshua Shipp,0
4,10,237,36,Polling,Lacy Clay,27
4,9,136,51,Total,Cori Bush,9
4,9,136,51,Total,Demarco Davidson,2
4,9,136,51,Total,Joshua Shipp,0
4,9,136,51,Total,Lacy Clay,40
4,9,136,0,House Votes,Cori Bush,0
4,9,136,0,House Votes,Demarco Davidson,0
4,9,136,0,House Votes,Joshua Shipp,0
4,9,136,0,House Votes,Lacy Clay,0
4,9,136,0,Provisional,Cori Bush,0
4,9,136,0,Provisional,Demarco Davidson,0
4,9,136,0,Provisional,Joshua Shipp,0
4,9,136,0,Provisional,Lacy Clay,0
4,9,136,2,Absentee,Cori Bush,1
4,9,136,2,Absentee,Demarco Davidson,0
4,9,136,2,Absentee,Joshua Shipp,0
4,9,136,2,Absentee,Lacy Clay,1
4,9,136,49,Polling,Cori Bush,8
4,9,136,49,Polling,Demarco Davidson,2
4,9,136,49,Polling,Joshua Shipp,0
4,9,136,49,Polling,Lacy Clay,39
4,8,161,30,Total,Cori Bush,8
4,8,161,30,Total,Demarco Davidson,0
4,8,161,30,Total,Joshua Shipp,1
4,8,161,30,Total,Lacy Clay,21
4,8,161,0,House Votes,Cori Bush,0
4,8,161,0,House Votes,Demarco Davidson,0
4,8,161,0,House Votes,Joshua Shipp,0
4,8,161,0,House Votes,Lacy Clay,0
4,8,161,0,Provisional,Cori Bush,0
4,8,161,0,Provisional,Demarco Davidson,0
4,8,161,0,Provisional,Joshua Shipp,0
4,8,161,0,Provisional,Lacy Clay,0
4,8,161,3,Absentee,Cori Bush,0
4,8,161,3,Absentee,Demarco Davidson,0
4,8,161,3,Absentee,Joshua Shipp,1
4,8,161,3,Absentee,Lacy Clay,2
4,8,161,27,Polling,Cori Bush,8
4,8,161,27,Polling,Demarco Davidson,0
4,8,161,27,Polling,Joshua Shipp,0
4,8,161,27,Polling,Lacy Clay,19
4,7,754,202,Total,Cori Bush,45
4,7,754,202,Total,Demarco Davidson,2
4,7,754,202,Total,Joshua Shipp,2
4,7,754,202,Total,Lacy Clay,153
4,7,754,0,House Votes,Cori Bush,0
4,7,754,0,House Votes,Demarco Davidson,0
4,7,754,0,House Votes,Joshua Shipp,0
4,7,754,0,House Votes,Lacy Clay,0
4,7,754,0,Provisional,Cori Bush,0
4,7,754,0,Provisional,Demarco Davidson,0
4,7,754,0,Provisional,Joshua Shipp,0
4,7,754,0,Provisional,Lacy Clay,0
4,7,754,14,Absentee,Cori Bush,1
4,7,754,14,Absentee,Demarco Davidson,0
4,7,754,14,Absentee,Joshua Shipp,0
4,7,754,14,Absentee,Lacy Clay,13
4,7,754,188,Polling,Cori Bush,44
4,7,754,188,Polling,Demarco Davidson,2
4,7,754,188,Polling,Joshua Shipp,2
4,7,754,188,Polling,Lacy Clay,140
4,6,516,123,Total,Cori Bush,25
4,6,516,123,Total,Demarco Davidson,0
4,6,516,123,Total,Joshua Shipp,2
4,6,516,123,Total,Lacy Clay,96
4,6,516,0,House Votes,Cori Bush,0
4,6,516,0,House Votes,Demarco Davidson,0
4,6,516,0,House Votes,Joshua Shipp,0
4,6,516,0,House Votes,Lacy Clay,0
4,6,516,1,Provisional,Cori Bush,0
4,6,516,1,Provisional,Demarco Davidson,0
4,6,516,1,Provisional,Joshua Shipp,0
4,6,516,1,Provisional,Lacy Clay,1
4,6,516,8,Absentee,Cori Bush,0
4,6,516,8,Absentee,Demarco Davidson,0
4,6,516,8,Absentee,Joshua Shipp,0
4,6,516,8,Absentee,Lacy Clay,8
4,6,516,114,Polling,Cori Bush,25
4,6,516,114,Polling,Demarco Davidson,0
4,6,516,114,Polling,Joshua Shipp,2
4,6,516,114,Polling,Lacy Clay,87
4,5,725,203,Total,Cori Bush,44
4,5,725,203,Total,Demarco Davidson,7
4,5,725,203,Total,Joshua Shipp,3
4,5,725,203,Total,Lacy Clay,149
4,5,725,0,House Votes,Cori Bush,0
4,5,725,0,House Votes,Demarco Davidson,0
4,5,725,0,House Votes,Joshua Shipp,0
4,5,725,0,House Votes,Lacy Clay,0
4,5,725,0,Provisional,Cori Bush,0
4,5,725,0,Provisional,Demarco Davidson,0
4,5,725,0,Provisional,Joshua Shipp,0
4,5,725,0,Provisional,Lacy Clay,0
4,5,725,14,Absentee,Cori Bush,1
4,5,725,14,Absentee,Demarco Davidson,3
4,5,725,14,Absentee,Joshua Shipp,1
4,5,725,14,Absentee,Lacy Clay,9
4,5,725,189,Polling,Cori Bush,43
4,5,725,189,Polling,Demarco Davidson,4
4,5,725,189,Polling,Joshua Shipp,2
4,5,725,189,Polling,Lacy Clay,140
4,4,924,228,Total,Cori Bush,45
4,4,924,228,Total,Demarco Davidson,4
4,4,924,228,Total,Joshua Shipp,6
4,4,924,228,Total,Lacy Clay,173
4,4,924,0,House Votes,Cori Bush,0
4,4,924,0,House Votes,Demarco Davidson,0
4,4,924,0,House Votes,Joshua Shipp,0
4,4,924,0,House Votes,Lacy Clay,0
4,4,924,0,Provisional,Cori Bush,0
4,4,924,0,Provisional,Demarco Davidson,0
4,4,924,0,Provisional,Joshua Shipp,0
4,4,924,0,Provisional,Lacy Clay,0
4,4,924,15,Absentee,Cori Bush,4
4,4,924,15,Absentee,Demarco Davidson,0
4,4,924,15,Absentee,Joshua Shipp,0
4,4,924,15,Absentee,Lacy Clay,11
4,4,924,213,Polling,Cori Bush,41
4,4,924,213,Polling,Demarco Davidson,4
4,4,924,213,Polling,Joshua Shipp,6
4,4,924,213,Polling,Lacy Clay,162
4,3,600,159,Total,Cori Bush,29
4,3,600,159,Total,Demarco Davidson,6
4,3,600,159,Total,Joshua Shipp,0
4,3,600,159,Total,Lacy Clay,124
4,3,600,0,House Votes,Cori Bush,0
4,3,600,0,House Votes,Demarco Davidson,0
4,3,600,0,House Votes,Joshua Shipp,0
4,3,600,0,House Votes,Lacy Clay,0
4,3,600,0,Provisional,Cori Bush,0
4,3,600,0,Provisional,Demarco Davidson,0
4,3,600,0,Provisional,Joshua Shipp,0
4,3,600,0,Provisional,Lacy Clay,0
4,3,600,4,Absentee,Cori Bush,0
4,3,600,4,Absentee,Demarco Davidson,0
4,3,600,4,Absentee,Joshua Shipp,0
4,3,600,4,Absentee,Lacy Clay,4
4,3,600,155,Polling,Cori Bush,29
4,3,600,155,Polling,Demarco Davidson,6
4,3,600,155,Polling,Joshua Shipp,0
4,3,600,155,Polling,Lacy Clay,120
4,2,1450,347,Total,Cori Bush,88
4,2,1450,347,Total,Demarco Davidson,12
4,2,1450,347,Total,Joshua Shipp,6
4,2,1450,347,Total,Lacy Clay,241
4,2,1450,0,House Votes,Cori Bush,0
4,2,1450,0,House Votes,Demarco Davidson,0
4,2,1450,0,House Votes,Joshua Shipp,0
4,2,1450,0,House Votes,Lacy Clay,0
4,2,1450,1,Provisional,Cori Bush,0
4,2,1450,1,Provisional,Demarco Davidson,1
4,2,1450,1,Provisional,Joshua Shipp,0
4,2,1450,1,Provisional,Lacy Clay,0
4,2,1450,20,Absentee,Cori Bush,3
4,2,1450,20,Absentee,Demarco Davidson,0
4,2,1450,20,Absentee,Joshua Shipp,2
4,2,1450,20,Absentee,Lacy Clay,15
4,2,1450,326,Polling,Cori Bush,85
4,2,1450,326,Polling,Demarco Davidson,11
4,2,1450,326,Polling,Joshua Shipp,4
4,2,1450,326,Polling,Lacy Clay,226
4,1,664,200,Total,Cori Bush,36
4,1,664,200,Total,Demarco Davidson,3
4,1,664,200,Total,Joshua Shipp,3
4,1,664,200,Total,Lacy Clay,158
4,1,664,0,House Votes,Cori Bush,0
4,1,664,0,House Votes,Demarco Davidson,0
4,1,664,0,House Votes,Joshua Shipp,0
4,1,664,0,House Votes,Lacy Clay,0
4,1,664,0,Provisional,Cori Bush,0
4,1,664,0,Provisional,Demarco Davidson,0
4,1,664,0,Provisional,Joshua Shipp,0
4,1,664,0,Provisional,Lacy Clay,0
4,1,664,39,Absentee,Cori Bush,1
4,1,664,39,Absentee,Demarco Davidson,1
4,1,664,39,Absentee,Joshua Shipp,1
4,1,664,39,Absentee,Lacy Clay,36
4,1,664,161,Polling,Cori Bush,35
4,1,664,161,Polling,Demarco Davidson,2
4,1,664,161,Polling,Joshua Shipp,2
4,1,664,161,Polling,Lacy Clay,122
3,9,471,114,Total,Cori Bush,49
3,9,471,114,Total,Demarco Davidson,5
3,9,471,114,Total,Joshua Shipp,7
3,9,471,114,Total,Lacy Clay,53
3,9,471,0,House Votes,Cori Bush,0
3,9,471,0,House Votes,Demarco Davidson,0
3,9,471,0,House Votes,Joshua Shipp,0
3,9,471,0,House Votes,Lacy Clay,0
3,9,471,0,Provisional,Cori Bush,0
3,9,471,0,Provisional,Demarco Davidson,0
3,9,471,0,Provisional,Joshua Shipp,0
3,9,471,0,Provisional,Lacy Clay,0
3,9,471,11,Absentee,Cori Bush,2
3,9,471,11,Absentee,Demarco Davidson,0
3,9,471,11,Absentee,Joshua Shipp,1
3,9,471,11,Absentee,Lacy Clay,8
3,9,471,103,Polling,Cori Bush,47
3,9,471,103,Polling,Demarco Davidson,5
3,9,471,103,Polling,Joshua Shipp,6
3,9,471,103,Polling,Lacy Clay,45
3,8,545,108,Total,Cori Bush,14
3,8,545,108,Total,Demarco Davidson,8
3,8,545,108,Total,Joshua Shipp,1
3,8,545,108,Total,Lacy Clay,85
3,8,545,0,House Votes,Cori Bush,0
3,8,545,0,House Votes,Demarco Davidson,0
3,8,545,0,House Votes,Joshua Shipp,0
3,8,545,0,House Votes,Lacy Clay,0
3,8,545,0,Provisional,Cori Bush,0
3,8,545,0,Provisional,Demarco Davidson,0
3,8,545,0,Provisional,Joshua Shipp,0
3,8,545,0,Provisional,Lacy Clay,0
3,8,545,11,Absentee,Cori Bush,0
3,8,545,11,Absentee,Demarco Davidson,1
3,8,545,11,Absentee,Joshua Shipp,0
3,8,545,11,Absentee,Lacy Clay,10
3,8,545,97,Polling,Cori Bush,14
3,8,545,97,Polling,Demarco Davidson,7
3,8,545,97,Polling,Joshua Shipp,1
3,8,545,97,Polling,Lacy Clay,75
3,7,950,239,Total,Cori Bush,57
3,7,950,239,Total,Demarco Davidson,10
3,7,950,239,Total,Joshua Shipp,5
3,7,950,239,Total,Lacy Clay,167
3,7,950,0,House Votes,Cori Bush,0
3,7,950,0,House Votes,Demarco Davidson,0
3,7,950,0,House Votes,Joshua Shipp,0
3,7,950,0,House Votes,Lacy Clay,0
3,7,950,0,Provisional,Cori Bush,0
3,7,950,0,Provisional,Demarco Davidson,0
3,7,950,0,Provisional,Joshua Shipp,0
3,7,950,0,Provisional,Lacy Clay,0
3,7,950,13,Absentee,Cori Bush,0
3,7,950,13,Absentee,Demarco Davidson,1
3,7,950,13,Absentee,Joshua Shipp,0
3,7,950,13,Absentee,Lacy Clay,12
3,7,950,226,Polling,Cori Bush,57
3,7,950,226,Polling,Demarco Davidson,9
3,7,950,226,Polling,Joshua Shipp,5
3,7,950,226,Polling,Lacy Clay,155
3,6,685,180,Total,Cori Bush,29
3,6,685,180,Total,Demarco Davidson,3
3,6,685,180,Total,Joshua Shipp,1
3,6,685,180,Total,Lacy Clay,147
3,6,685,0,House Votes,Cori Bush,0
3,6,685,0,House Votes,Demarco Davidson,0
3,6,685,0,House Votes,Joshua Shipp,0
3,6,685,0,House Votes,Lacy Clay,0
3,6,685,0,Provisional,Cori Bush,0
3,6,685,0,Provisional,Demarco Davidson,0
3,6,685,0,Provisional,Joshua Shipp,0
3,6,685,0,Provisional,Lacy Clay,0
3,6,685,12,Absentee,Cori Bush,0
3,6,685,12,Absentee,Demarco Davidson,0
3,6,685,12,Absentee,Joshua Shipp,0
3,6,685,12,Absentee,Lacy Clay,12
3,6,685,168,Polling,Cori Bush,29
3,6,685,168,Polling,Demarco Davidson,3
3,6,685,168,Polling,Joshua Shipp,1
3,6,685,168,Polling,Lacy Clay,135
3,5,611,113,Total,Cori Bush,13
3,5,611,113,Total,Demarco Davidson,3
3,5,611,113,Total,Joshua Shipp,2
3,5,611,113,Total,Lacy Clay,95
3,5,611,0,House Votes,Cori Bush,0
3,5,611,0,House Votes,Demarco Davidson,0
3,5,611,0,House Votes,Joshua Shipp,0
3,5,611,0,House Votes,Lacy Clay,0
3,5,611,1,Provisional,Cori Bush,0
3,5,611,1,Provisional,Demarco Davidson,0
3,5,611,1,Provisional,Joshua Shipp,0
3,5,611,1,Provisional,Lacy Clay,1
3,5,611,6,Absentee,Cori Bush,2
3,5,611,6,Absentee,Demarco Davidson,0
3,5,611,6,Absentee,Joshua Shipp,1
3,5,611,6,Absentee,Lacy Clay,3
3,5,611,106,Polling,Cori Bush,11
3,5,611,106,Polling,Demarco Davidson,3
3,5,611,106,Polling,Joshua Shipp,1
3,5,611,106,Polling,Lacy Clay,91
3,4,823,187,Total,Cori Bush,34
3,4,823,187,Total,Demarco Davidson,4
3,4,823,187,Total,Joshua Shipp,10
3,4,823,187,Total,Lacy Clay,139
3,4,823,0,House Votes,Cori Bush,0
3,4,823,0,House Votes,Demarco Davidson,0
3,4,823,0,House Votes,Joshua Shipp,0
3,4,823,0,House Votes,Lacy Clay,0
3,4,823,0,Provisional,Cori Bush,0
3,4,823,0,Provisional,Demarco Davidson,0
3,4,823,0,Provisional,Joshua Shipp,0
3,4,823,0,Provisional,Lacy Clay,0
3,4,823,11,Absentee,Cori Bush,1
3,4,823,11,Absentee,Demarco Davidson,1
3,4,823,11,Absentee,Joshua Shipp,2
3,4,823,11,Absentee,Lacy Clay,7
3,4,823,176,Polling,Cori Bush,33
3,4,823,176,Polling,Demarco Davidson,3
3,4,823,176,Polling,Joshua Shipp,8
3,4,823,176,Polling,Lacy Clay,132
3,3,506,149,Total,Cori Bush,31
3,3,506,149,Total,Demarco Davidson,9
3,3,506,149,Total,Joshua Shipp,0
3,3,506,149,Total,Lacy Clay,109
3,3,506,0,House Votes,Cori Bush,0
3,3,506,0,House Votes,Demarco Davidson,0
3,3,506,0,House Votes,Joshua Shipp,0
3,3,506,0,House Votes,Lacy Clay,0
3,3,506,0,Provisional,Cori Bush,0
3,3,506,0,Provisional,Demarco Davidson,0
3,3,506,0,Provisional,Joshua Shipp,0
3,3,506,0,Provisional,Lacy Clay,0
3,3,506,28,Absentee,Cori Bush,3
3,3,506,28,Absentee,Demarco Davidson,0
3,3,506,28,Absentee,Joshua Shipp,0
3,3,506,28,Absentee,Lacy Clay,25
3,3,506,121,Polling,Cori Bush,28
3,3,506,121,Polling,Demarco Davidson,9
3,3,506,121,Polling,Joshua Shipp,0
3,3,506,121,Polling,Lacy Clay,84
3,2,877,293,Total,Cori Bush,57
3,2,877,293,Total,Demarco Davidson,7
3,2,877,293,Total,Joshua Shipp,2
3,2,877,293,Total,Lacy Clay,227
3,2,877,0,House Votes,Cori Bush,0
3,2,877,0,House Votes,Demarco Davidson,0
3,2,877,0,House Votes,Joshua Shipp,0
3,2,877,0,House Votes,Lacy Clay,0
3,2,877,0,Provisional,Cori Bush,0
3,2,877,0,Provisional,Demarco Davidson,0
3,2,877,0,Provisional,Joshua Shipp,0
3,2,877,0,Provisional,Lacy Clay,0
3,2,877,12,Absentee,Cori Bush,1
3,2,877,12,Absentee,Demarco Davidson,1
3,2,877,12,Absentee,Joshua Shipp,0
3,2,877,12,Absentee,Lacy Clay,10
3,2,877,281,Polling,Cori Bush,56
3,2,877,281,Polling,Demarco Davidson,6
3,2,877,281,Polling,Joshua Shipp,2
3,2,877,281,Polling,Lacy Clay,217
3,1,289,112,Total,Cori Bush,33
3,1,289,112,Total,Demarco Davidson,8
3,1,289,112,Total,Joshua Shipp,1
3,1,289,112,Total,Lacy Clay,70
3,1,289,0,House Votes,Cori Bush,0
3,1,289,0,House Votes,Demarco Davidson,0
3,1,289,0,House Votes,Joshua Shipp,0
3,1,289,0,House Votes,Lacy Clay,0
3,1,289,0,Provisional,Cori Bush,0
3,1,289,0,Provisional,Demarco Davidson,0
3,1,289,0,Provisional,Joshua Shipp,0
3,1,289,0,Provisional,Lacy Clay,0
3,1,289,4,Absentee,Cori Bush,1
3,1,289,4,Absentee,Demarco Davidson,0
3,1,289,4,Absentee,Joshua Shipp,0
3,1,289,4,Absentee,Lacy Clay,3
3,1,289,108,Polling,Cori Bush,32
3,1,289,108,Polling,Demarco Davidson,8
3,1,289,108,Polling,Joshua Shipp,1
3,1,289,108,Polling,Lacy Clay,67
2,8,1284,345,Total,Cori Bush,47
2,8,1284,345,Total,Demarco Davidson,10
2,8,1284,345,Total,Joshua Shipp,6
2,8,1284,345,Total,Lacy Clay,282
2,8,1284,0,House Votes,Cori Bush,0
2,8,1284,0,House Votes,Demarco Davidson,0
2,8,1284,0,House Votes,Joshua Shipp,0
2,8,1284,0,House Votes,Lacy Clay,0
2,8,1284,3,Provisional,Cori Bush,1
